Age,Gender,Height,Weight,Activity Level,Fitness Goal,Dietary Preference,Daily Calorie Target,Protein,Carbohydrates,Fat,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion
65,Female,155,65,Lightly Active,Maintenance,Omnivore,1500,60,175,40,"Greek yogurt, berries, granola","Chicken breast salad, mixed greens, avocado","Salmon, roasted vegetables","Apple, almond butter"
32,Male,185,100,Very Active,Muscle Gain,Omnivore,3200,180,380,90,"Scrambled eggs, whole wheat toast, avocado","Chicken breast, quinoa, vegetables","Steak, sweet potato, broccoli",Protein bar
45,Female,168,72,Moderately Active,Weight Loss,Vegan,1700,70,190,45,"Overnight oats, chia seeds, fruit","Black bean burger, a whole wheat bun, salad","Lentil stew, brown rice","Fruit, vegetable salad"
25,Male,180,80,Moderately Active,Weight Loss,Omnivore,2200,140,250,70,"Oatmeal, berries, nuts","Grilled chicken salad, mixed greens","Salmon, roasted vegetables","Greek yogurt, fruit"
32,Female,165,65,Sedentary,Muscle Gain,Vegetarian,2000,120,200,60,"Tofu scramble, vegetables","Lentil soup, whole-grain bread","Chickpea pasta, tomato sauce",Trail mix
48,Male,175,95,Very Active,Maintenance,Vegan,2800,160,350,85,"Tofu breakfast burrito, avocado","Black bean burger, a whole-grain bun","Tempeh stir-fry, brown rice","Mixed nuts, dried fruit"
55,Female,160,70,Lightly Active,Weight Loss,Omnivore,1800,100,180,50,"Greek yogurt, granola, fruit","Tuna salad sandwich, whole-grain bread","Chicken stir-fry, brown rice","Fruit, nuts"
28,Male,190,100,Moderately Active,Muscle Gain,Omnivore,3000,180,400,100,"Scrambled eggs, whole-wheat toast","Chicken breast, brown rice, vegetables","Steak, sweet potato, green beans",Protein shake
62,Female,155,55,Sedentary,Maintenance,Vegan,1600,80,160,40,"Tofu scramble, vegetables","Lentil soup, whole-grain bread","Vegan chili, brown rice","Fruit, vegetables"
35,Male,170,75,Very Active,Weight Loss,Vegetarian,2400,130,300,70,"Oatmeal, fruit, nuts","Quinoa salad, vegetables","Bean burrito, brown rice",Trail mix
22,Female,168,58,Lightly Active,Muscle Gain,Omnivore,2200,120,250,60,"Greek yogurt, fruit, granola","Chicken breast, brown rice, vegetables","Salmon, roasted vegetables",Protein bar
58,Male,178,85,Moderately Active,Weight Loss,Vegan,2000,120,200,60,"Tofu scramble, vegetables","Lentil soup, whole-grain bread","Vegan chili, brown rice","Fruit, vegetables"
40,Female,172,78,Sedentary,Maintenance,Omnivore,1800,100,180,50,"Greek yogurt, granola, fruit","Tuna salad sandwich, whole-grain bread","Chicken stir-fry, brown rice","Fruit, nuts"
25,Male,180,85,Moderately Active,Weight Loss,Omnivore,2200,150,250,60,"Oatmeal, berries, nuts","Grilled chicken salad, whole grain bread","Salmon, roasted vegetables","Greek yogurt, fruit, granola"
32,Female,165,60,Lightly Active,Maintenance,Vegetarian,1800,80,220,50,"Tofu scramble, avocado toast","Quinoa bowl, roasted vegetables, chickpeas","Lentil soup, whole grain bread","Apple, almond butter"
55,Male,175,90,Sedentary,Weight Loss,Omnivore,2000,120,200,55,"Scrambled eggs, whole grain toast","Chicken breast, brown rice, steamed vegetables","Lentil stew, whole grain bread","Fruit salad, Greek yogurt"
28,Female,170,70,Very Active,Muscle Gain,Vegan,2400,160,300,70,"Tofu, vegetable stir-fry","Chickpea, vegetable curry, brown rice","Lentil, vegetable soup, whole grain bread","Trail mix, nuts, seeds"
62,Female,160,65,Lightly Active,Weight Loss,Vegan,1600,70,180,40,"Overnight oats, berries, chia seeds","Black bean burger, a whole wheat bun, salad","Lentil stew, vegetables, brown rice","Fruit, almond butter"
38,Male,185,95,Moderately Active,Muscle Gain,Omnivore,2800,200,350,80,"Protein smoothie, fruit, spinach","Chicken breast, sweet potato, broccoli","Steak, roasted vegetables",Protein bar
21,Female,168,55,Very Active,Maintenance,Vegan,2000,100,250,60,"Tofu scramble, vegetables, avocado toast","Chickpea pasta, vegetable sauce","Bean, vegetable stir-fry, brown rice","Fruit, nuts, seeds"
40,Male,190,110,Sedentary,Weight Loss,Omnivore,2000,140,200,50,"Greek yogurt, berries, granola","Chicken salad sandwich, whole wheat bread","Turkey chili, whole grain bread","Popcorn, a sprinkle of nutritional yeast"
23,Female,172,68,Moderately Active,Weight Loss,Vegetarian,1800,100,200,50,"Scrambled eggs, whole grain toast","Quinoa salad, roasted vegetables, chickpeas","Lentil soup, whole grain bread","Trail mix, nuts, seeds"
48,Male,178,80,Lightly Active,Weight Loss,Vegan,1800,100,200,50,"Overnight oats, berries, chia seeds","Black bean burger, a whole wheat bun, salad","Lentil stew, vegetables, brown rice","Fruit, almond butter"
25,Male,180,80,Moderately Active,Weight Loss,Omnivore,2200,120,250,60,"Greek Yogurt, Berries, Nuts","Tuna Salad Sandwich, Whole Wheat Bread","Chicken Stir-Fry, Brown Rice","Apple, Peanut Butter"
32,Female,165,65,Lightly Active,Muscle Gain,Vegetarian,2000,100,200,70,"Tofu Scramble, Avocado Toast","Quinoa Salad, Grilled Vegetables","Lentil Soup, Whole Wheat Bread","Mixed Nuts, Dried Fruits"
48,Male,175,95,Very Active,Weight Loss,Omnivore,2800,150,300,80,"Oatmeal, Protein Powder, Berries","Chicken Breast, Brown Rice, Steamed Vegetables","Salmon, Roasted Sweet Potatoes","Yogurt Parfait, Granola"
55,Female,160,70,Sedentary,Maintenance,Vegan,1800,80,220,50,"Tofu Scramble, Whole Wheat Toast","Lentil, Vegetable Curry, Brown Rice","Black Bean Burgers, Whole Wheat Buns","Fruit Salad, Coconut Yogurt"
28,Male,190,90,Moderately Active,Muscle Gain,Omnivore,2800,160,350,100,"Eggs, Whole Wheat Toast, Avocado","Chicken, Vegetable Wrap, Whole Wheat Tortilla","Grilled Steak, Sweet Potato Fries","Protein Shake, Banana"
62,Male,170,85,Lightly Active,Weight Loss,Vegan,1800,80,200,50,"Tofu Scramble, Whole Wheat Toast","Lentil, Vegetable Curry, Brown Rice","Black Bean Burgers, Whole Wheat Buns","Fruit Salad, Coconut Yogurt"
35,Female,170,75,Very Active,Muscle Gain,Vegetarian,2400,120,280,80,"Greek Yogurt, Berries, Nuts","Quinoa Salad, Grilled Vegetables","Lentil Soup, Whole Wheat Bread","Mixed Nuts, Dried Fruits"
22,Female,160,55,Sedentary,Weight Loss,Vegan,1600,70,180,40,"Tofu Scramble, Whole Wheat Toast","Lentil, Vegetable Curry, Brown Rice","Black Bean Burgers, Whole Wheat Buns","Fruit Salad, Coconut Yogurt"
40,Male,185,100,Moderately Active,Weight Loss,Omnivore,2500,130,280,70,"Oatmeal, Protein Powder, Berries","Chicken Breast, Brown Rice, Steamed Vegetables","Salmon, Roasted Sweet Potatoes","Yogurt Parfait, Granola"
29,Female,175,85,Very Active,Muscle Gain,Vegetarian,2600,130,320,90,"Greek Yogurt, Berries, Nuts","Quinoa Salad, Grilled Vegetables","Lentil Soup, Whole Wheat Bread","Mixed Nuts, Dried Fruits"
25,Male,180,80,Moderately Active,Muscle Gain,Omnivore,3000,180,350,80,"Oatmeal, protein powder, berries","Chicken breast, brown rice, vegetables","Salmon, roasted sweet potatoes, broccoli","Greek yogurt, almonds, fruit"
38,Female,165,65,Lightly Active,Weight Loss,Vegetarian,1800,100,200,50,"Tofu scramble, whole grain toast, avocado","Lentil soup, whole grain bread","Chickpea curry, brown rice","Fruit, nut mix"
55,Male,175,90,Sedentary,Weight Loss,Omnivore,2200,120,250,60,"Eggs, whole wheat toast, fruit","Tuna salad sandwich, whole grain bread","Chicken stir-fry, brown rice","Apple, peanut butter"
62,Female,160,70,Moderately Active,Maintenance,Vegan,2000,100,220,60,"Tofu scramble, whole grain toast, avocado","Lentil soup, whole grain bread","Chickpea curry, brown rice","Fruit, nut mix"
28,Male,190,100,Very Active,Muscle Gain,Omnivore,3500,200,400,100,"Greek yogurt, granola, berries","Chicken breast, brown rice, vegetables","Steak, sweet potato fries, mixed greens",Protein shake
42,Female,170,75,Lightly Active,Weight Loss,Vegan,1700,90,180,45,"Tofu scramble, whole grain toast, avocado","Lentil soup, whole grain bread","Chickpea curry, brown rice","Fruit, nut mix"
68,Male,170,85,Sedentary,Maintenance,Omnivore,2000,100,220,60,"Eggs, whole wheat toast, fruit","Tuna salad sandwich, whole grain bread","Chicken stir-fry, brown rice","Apple, peanut butter"
22,Female,165,55,Very Active,Muscle Gain,Vegan,2500,150,300,70,"Tofu scramble, whole grain toast, avocado","Lentil soup, whole grain bread","Chickpea curry, brown rice","Fruit, nut mix"
35,Male,185,95,Moderately Active,Weight Loss,Omnivore,2500,140,280,70,"Oatmeal, protein powder, berries","Chicken breast, brown rice, vegetables","Salmon, roasted sweet potatoes, broccoli","Greek yogurt, almonds, fruit"
58,Female,155,60,Sedentary,Maintenance,Vegan,1800,80,200,50,"Tofu scramble, whole grain toast, avocado","Lentil soup, whole grain bread","Chickpea curry, brown rice","Fruit, nut mix"
25,Female,165,55,Lightly Active,Weight Loss,Omnivore,1800,100,200,60,"Greek yogurt, berries, granola","Chicken salad sandwich, whole grain bread, a side of fruit","Salmon, roasted vegetables, brown rice",Trail mix
32,Male,180,80,Moderately Active,Muscle Gain,Omnivore,2800,180,350,80,"Scrambled eggs, whole wheat toast, avocado","Chicken stir-fry, brown rice","Steak, baked potato, broccoli",Protein shake
58,Female,160,70,Sedentary,Weight Loss,Vegetarian,1500,80,150,50,"Oatmeal, fruit, nuts","Lentil soup, whole wheat bread","Tofu stir-fry, brown rice","Fruit, yogurt"
38,Male,190,95,Very Active,Muscle Gain,Omnivore,3200,200,400,100,"Pancakes, fruit, syrup","Chicken breast, quinoa, vegetables","Beef, sweet potato, green beans",Protein bar
22,Female,170,60,Lightly Active,Maintenance,Vegan,2000,100,250,70,"Tofu scramble, vegan toast, avocado","Vegan chili, brown rice","Lentil pasta, vegan pesto sauce","Banana, peanut butter"
65,Male,175,85,Sedentary,Weight Loss,Omnivore,1700,90,180,60,"Fruit salad, yogurt","Tuna salad sandwich, whole grain bread, a side of salad","Baked chicken, roasted vegetables","Mixed nuts, dried fruit"
40,Female,168,65,Moderately Active,Muscle Gain,Vegetarian,2200,120,280,80,"Scrambled eggs, whole wheat toast, spinach","Chickpea salad sandwich, whole grain bread","Lentil stew, brown rice","Hummus, veggie sticks"
28,Male,185,90,Very Active,Muscle Gain,Vegan,3000,150,375,90,"Tofu scramble, vegan toast, avocado","Vegan lentil burger, sweet potato fries","Tofu stir-fry, brown rice","Trail mix, dried fruit"
52,Female,158,62,Sedentary,Weight Loss,Vegan,1400,70,140,40,"Oatmeal, fruit, nuts","Vegan chili, whole wheat bread","Tofu stir-fry, brown rice","Fruit, yogurt"
35,Male,178,75,Moderately Active,Maintenance,Omnivore,2500,130,300,80,"Greek yogurt, granola, fruit","Tuna salad sandwich, whole grain bread, a side of salad","Chicken breast, quinoa, vegetables",Protein bar
25,Male,180,80,Moderately Active,Weight Loss,Omnivore,2200,120,250,60,"Oatmeal, berries, nuts","Chicken breast salad, whole-wheat bread","Salmon, roasted vegetables","Greek yogurt, fruit"
35,Female,165,65,Lightly Active,Maintenance,Vegetarian,1800,80,200,50,"Tofu scramble, whole-wheat toast","Vegetarian chili, brown rice","Lentil soup, whole-wheat bread",Trail mix
55,Female,160,70,Sedentary,Weight Loss,Vegan,1500,70,180,40,Tofu breakfast burrito,"Lentil, vegetable curry, brown rice","Black bean burgers, sweet potato fries","Fruit, nut smoothie"
40,Male,190,95,Very Active,Muscle Gain,Omnivore,3000,180,350,80,"Scrambled eggs, whole-wheat toast","Chicken, vegetable stir-fry","Steak, sweet potato, broccoli",Protein shake
28,Female,170,55,Lightly Active,Maintenance,Vegan,1800,80,200,50,"Overnight oats, fruit, nuts","Lentil, vegetable curry, brown rice","Chickpea pasta, marinara sauce","Hummus, vegetable sticks"
62,Male,175,85,Moderately Active,Weight Loss,Omnivore,2000,100,220,50,"Greek yogurt, granola, fruit","Chicken salad, whole-wheat bread","Turkey chili, brown rice",Trail mix
32,Female,168,60,Very Active,Muscle Gain,Vegetarian,2400,100,280,60,"Scrambled eggs, whole-wheat toast","Vegetarian chili, brown rice","Lentil, vegetable curry, brown rice","Fruit, nut smoothie"
21,Male,185,88,Sedentary,Weight Loss,Vegan,1800,80,200,50,Tofu breakfast burrito,"Lentil, vegetable curry, brown rice","Black bean burgers, sweet potato fries","Hummus, vegetable sticks"
48,Male,178,90,Moderately Active,Maintenance,Omnivore,2400,120,280,70,"Oatmeal, berries, nuts","Chicken breast salad, whole-wheat bread","Salmon, roasted vegetables","Greek yogurt, fruit"
38,Female,172,75,Lightly Active,Weight Loss,Vegan,1600,70,180,40,"Overnight oats, fruit, nuts","Lentil, vegetable curry, brown rice","Chickpea pasta, marinara sauce","Fruit, nut smoothie"
25,Male,180,85,Moderately Active,Weight Loss,Omnivore,2200,150,250,60,"Greek yogurt, berries, granola","Chicken salad sandwich, whole-wheat bread, a side salad","Salmon, roasted vegetables","Apple slices, peanut butter"
38,Female,165,62,Lightly Active,Maintenance,Vegan,1800,80,220,50,"Tofu scramble, veggies, avocado toast","Lentil soup, whole-wheat bread","Vegan chili, brown rice",Trail mix
55,Female,160,70,Sedentary,Weight Loss,Vegetarian,1600,70,180,40,"Oatmeal, fruit, nuts","Black bean burger, a whole-wheat bun, a side salad","Lentil, vegetable curry","Fruit, yogurt"
28,Male,190,95,Very Active,Muscle Gain,Omnivore,3000,200,350,80,"Scrambled eggs, whole-wheat toast, fruit","Chicken stir-fry, brown rice","Steak, sweet potato fries",Protein shake
62,Male,175,80,Lightly Active,Maintenance,Omnivore,2000,100,200,60,"Breakfast burrito, beans, veggies","Tuna salad sandwich, whole-wheat bread","Chicken breast, roasted vegetables","Fruit, cheese"
32,Female,170,68,Moderately Active,Muscle Gain,Vegan,2200,120,280,60,"Tofu scramble, veggies, avocado toast","Lentil, veggie stir-fry, brown rice","Vegan burgers, sweet potato fries","Nuts, seeds"
21,Female,168,55,Sedentary,Weight Loss,Vegan,1500,60,160,40,"Overnight oats, fruit, nuts","Vegan chili, brown rice","Lentil soup, whole-wheat bread","Fruit, yogurt"
40,Male,185,90,Very Active,Muscle Gain,Omnivore,3200,220,400,90,"Scrambled eggs, whole-wheat toast, fruit","Chicken breast, brown rice, vegetables","Steak, baked potato",Protein shake
27,Female,172,75,Moderately Active,Maintenance,Vegetarian,1900,80,210,50,"Greek yogurt, fruit, granola","Black bean burger, a whole-wheat bun, a side salad","Lentil, vegetable stew",Trail mix
19,Male,183,78,Lightly Active,Weight Loss,Omnivore,2000,120,200,50,"Oatmeal, fruit, nuts","Turkey, veggie wrap, whole-wheat tortilla","Chicken breast, broccoli, sweet potato","Fruit, yogurt"
25,Male,180,85,Moderately Active,Weight Loss,Omnivore,2200,150,250,60,"Oatmeal, berries, nuts","Grilled chicken salad, mixed greens","Salmon, roasted vegetables","Greek yogurt, fruit"
32,Female,165,60,Lightly Active,Muscle Gain,Vegan,2000,120,200,50,"Tofu scramble, vegetables","Lentil soup, whole grain bread","Chickpea curry, brown rice","Trail mix, nuts, seeds"
55,Male,175,90,Sedentary,Weight Loss,Omnivore,1800,120,200,50,"Eggs, whole grain toast","Turkey sandwich, whole grain bread","Chicken stir-fry, brown rice","Fruit, yogurt"
68,Female,160,70,Sedentary,Maintenance,Vegetarian,1600,80,180,40,"Yogurt, fruit, granola","Vegetarian chili, whole grain bread","Lentil pasta, vegetables","Mixed nuts, seeds"
